,Ancestry,Donor Category,IUI Number,Date,Mean
1090,Multi,Non-ID,0.0,03/02/2022,1095.0
1091,Multi,Non-ID,0.0,03/03/2022,1095.0
1092,Multi,Non-ID,0.0,03/04/2022,1095.0
1093,Multi,Non-ID,0.0,03/05/2022,1095.0
1094,Multi,Non-ID,0.0,03/06/2022,1095.0
1095,Multi,Non-ID,0.0,03/07/2022,1095.0
1096,Multi,Non-ID,0.0,03/08/2022,1095.0
1097,Multi,Non-ID,0.0,03/09/2022,1095.0
1098,Multi,Non-ID,0.0,03/10/2022,1095.0
1099,Multi,Non-ID,1.0,02/28/2022,1095.0
1100,Multi,Non-ID,1.0,03/01/2022,1095.0
1101,Multi,Non-ID,1.0,03/02/2022,1095.0
1102,Multi,Non-ID,1.0,03/03/2022,1095.0
1103,Multi,Non-ID,1.0,03/04/2022,1095.0
1104,Multi,Non-ID,1.0,03/05/2022,1095.0
1105,Multi,Non-ID,1.0,03/06/2022,1095.0
1106,Multi,Non-ID,1.0,03/07/2022,1095.0
1107,Multi,Non-ID,1.0,03/08/2022,1095.0
1108,Multi,Non-ID,1.0,03/09/2022,1095.0
1109,Multi,Non-ID,1.0,03/18/2022,1095.0
1110,Multi,Non-ID,1.0,03/19/2022,1095.0
1111,Multi,Non-ID,1.0,03/20/2022,1095.0
1112,Multi,Non-ID,1.0,03/21/2022,1095.0
1113,Multi,Non-ID,10.0,02/28/2022,1095.0
1114,Multi,Non-ID,10.0,03/01/2022,1095.0
1115,Multi,Non-ID,10.0,03/02/2022,1095.0
1116,Multi,Non-ID,10.0,03/03/2022,1095.0
1117,Multi,Non-ID,10.0,03/04/2022,1095.0
1118,Multi,Non-ID,10.0,03/05/2022,1095.0
1119,Multi,Non-ID,10.0,03/06/2022,1095.0
1120,Multi,Non-ID,10.0,03/07/2022,1095.0
1121,Multi,Non-ID,10.0,03/08/2022,1095.0
1122,Multi,Non-ID,10.0,03/09/2022,1095.0
1123,Multi,Non-ID,10.0,03/10/2022,1095.0
1124,Multi,Non-ID,10.0,03/11/2022,1095.0
1125,Multi,Non-ID,10.0,03/12/2022,1095.0
1126,Multi,Non-ID,10.0,03/13/2022,1095.0
1127,Multi,Non-ID,10.0,03/14/2022,1095.0
1128,Multi,Non-ID,10.0,03/15/2022,1095.0
1129,Multi,Non-ID,10.0,03/16/2022,1095.0
1130,Multi,Non-ID,10.0,03/17/2022,1095.0
1131,Multi,Non-ID,10.0,03/18/2022,1095.0
1132,Multi,Non-ID,10.0,03/19/2022,1095.0
1133,Multi,Non-ID,10.0,03/20/2022,1095.0
1134,Multi,Non-ID,10.0,03/21/2022,1095.0
1135,Multi,Non-ID Graduate,10.0,02/28/2022,1095.0
1136,Multi,Non-ID Graduate,10.0,03/01/2022,1095.0
1137,Multi,Non-ID Graduate,10.0,03/02/2022,1095.0
1138,Multi,Non-ID Graduate,10.0,03/03/2022,1095.0
1139,Multi,Non-ID Graduate,10.0,03/04/2022,1095.0
1140,Multi,Non-ID Graduate,10.0,03/05/2022,1095.0
1141,Multi,Non-ID Graduate,10.0,03/06/2022,1095.0
1142,Multi,Non-ID Graduate,10.0,03/07/2022,1095.0
1143,Multi,Non-ID Graduate,10.0,03/08/2022,1095.0
1144,Multi,Non-ID Graduate,10.0,03/09/2022,1095.0
1145,Multi,Non-ID Graduate,10.0,03/10/2022,1095.0
1146,Multi,Non-ID Graduate,10.0,03/11/2022,1095.0
1147,Multi,Non-ID Graduate,10.0,03/12/2022,1095.0
1148,Multi,Non-ID Graduate,10.0,03/13/2022,1095.0
1149,Multi,Non-ID Graduate,10.0,03/14/2022,1095.0
1150,Multi,Non-ID Graduate,10.0,03/15/2022,1095.0
1151,Multi,Non-ID Graduate,10.0,03/16/2022,1095.0
1152,Multi,Non-ID Graduate,10.0,03/17/2022,1095.0
1153,Multi,Non-ID Graduate,10.0,03/18/2022,1095.0
1154,Multi,Non-ID Graduate,10.0,03/19/2022,1095.0
1155,Multi,Non-ID Graduate,10.0,03/20/2022,1095.0
1156,Multi,Non-ID Graduate,10.0,03/21/2022,1095.0
