,Ancestry,Donor Category,IUI Number,Date,Mean
607,Caucasian,Non-ID,6.0,03/18/2022,1095.0
608,Caucasian,Non-ID,6.0,03/19/2022,1095.0
609,Caucasian,Non-ID,6.0,03/20/2022,1095.0
610,Caucasian,Non-ID,6.0,03/21/2022,1095.0
611,Caucasian,Non-ID,7.0,02/28/2022,1095.0
612,Caucasian,Non-ID,7.0,03/01/2022,1095.0
613,Caucasian,Non-ID,7.0,03/02/2022,1095.0
614,Caucasian,Non-ID,7.0,03/03/2022,1095.0
615,Caucasian,Non-ID,7.0,03/04/2022,1095.0
616,Caucasian,Non-ID,7.0,03/05/2022,1095.0
617,Caucasian,Non-ID,7.0,03/06/2022,1095.0
618,Caucasian,Non-ID,7.0,03/07/2022,1095.0
619,Caucasian,Non-ID,7.0,03/08/2022,1095.0
620,Caucasian,Non-ID,7.0,03/09/2022,1095.0
621,Caucasian,Non-ID,7.0,03/10/2022,1095.0
622,Caucasian,Non-ID,7.0,03/11/2022,1095.0
623,Caucasian,Non-ID,7.0,03/12/2022,1095.0
624,Caucasian,Non-ID,8.0,03/04/2022,1095.0
625,Caucasian,Non-ID,8.0,03/05/2022,1095.0
626,Caucasian,Non-ID,8.0,03/18/2022,1095.0
627,Caucasian,Non-ID,9.0,03/01/2022,1095.0
628,Caucasian,Non-ID,9.0,03/02/2022,1095.0
629,Caucasian,Non-ID,9.0,03/03/2022,1095.0
630,Caucasian,Non-ID,10.0,02/28/2022,1095.0
631,Caucasian,Non-ID,10.0,03/01/2022,1095.0
632,Caucasian,Non-ID,10.0,03/02/2022,1095.0
633,Caucasian,Non-ID,10.0,03/03/2022,1095.0
634,Caucasian,Non-ID,10.0,03/04/2022,1095.0
635,Caucasian,Non-ID,10.0,03/05/2022,1095.0
636,Caucasian,Non-ID,10.0,03/06/2022,1095.0
637,Caucasian,Non-ID,10.0,03/07/2022,1095.0
638,Caucasian,Non-ID,10.0,03/08/2022,1095.0
639,Caucasian,Non-ID,10.0,03/09/2022,1095.0
640,Caucasian,Non-ID,10.0,03/10/2022,1095.0
641,Caucasian,Non-ID,10.0,03/11/2022,1095.0
642,Caucasian,Non-ID,10.0,03/12/2022,1095.0
643,Caucasian,Non-ID,10.0,03/13/2022,1095.0
644,Caucasian,Non-ID,10.0,03/14/2022,1095.0
645,Caucasian,Non-ID,10.0,03/15/2022,1095.0
646,Caucasian,Non-ID,10.0,03/16/2022,1095.0
647,Caucasian,Non-ID,10.0,03/17/2022,1095.0
648,Caucasian,Non-ID,10.0,03/18/2022,1095.0
649,Caucasian,Non-ID,10.0,03/19/2022,1095.0
650,Caucasian,Non-ID,10.0,03/20/2022,1095.0
651,Caucasian,Non-ID,10.0,03/21/2022,1095.0
652,Caucasian,Non-ID Graduate,0.0,02/28/2022,1095.0
653,Caucasian,Non-ID Graduate,0.0,03/01/2022,1095.0
654,Caucasian,Non-ID Graduate,0.0,03/02/2022,1095.0
655,Caucasian,Non-ID Graduate,0.0,03/03/2022,1095.0
656,Caucasian,Non-ID Graduate,0.0,03/04/2022,1095.0
657,Caucasian,Non-ID Graduate,0.0,03/05/2022,1095.0
658,Caucasian,Non-ID Graduate,0.0,03/06/2022,1095.0
659,Caucasian,Non-ID Graduate,0.0,03/07/2022,1095.0
660,Caucasian,Non-ID Graduate,0.0,03/08/2022,1095.0
661,Caucasian,Non-ID Graduate,0.0,03/09/2022,1095.0
662,Caucasian,Non-ID Graduate,0.0,03/10/2022,1095.0
663,Caucasian,Non-ID Graduate,0.0,03/11/2022,1095.0
664,Caucasian,Non-ID Graduate,0.0,03/12/2022,1095.0
665,Caucasian,Non-ID Graduate,0.0,03/13/2022,1095.0
666,Caucasian,Non-ID Graduate,0.0,03/14/2022,1095.0
667,Caucasian,Non-ID Graduate,0.0,03/15/2022,1095.0
668,Caucasian,Non-ID Graduate,0.0,03/16/2022,1095.0
669,Caucasian,Non-ID Graduate,0.0,03/17/2022,1095.0
670,Caucasian,Non-ID Graduate,0.0,03/18/2022,1095.0
671,Caucasian,Non-ID Graduate,0.0,03/19/2022,1095.0
672,Caucasian,Non-ID Graduate,0.0,03/20/2022,1095.0
673,Caucasian,Non-ID Graduate,0.0,03/21/2022,1095.0
674,Caucasian,Non-ID Graduate,1.0,03/15/2022,1095.0
675,Caucasian,Non-ID Graduate,1.0,03/16/2022,1095.0
676,Caucasian,Non-ID Graduate,1.0,03/17/2022,1095.0
677,Caucasian,Non-ID Graduate,1.0,03/18/2022,1095.0
678,Caucasian,Non-ID Graduate,1.0,03/19/2022,1095.0
679,Caucasian,Non-ID Graduate,1.0,03/20/2022,1095.0
680,Caucasian,Non-ID Graduate,1.0,03/21/2022,1095.0
681,Caucasian,Non-ID Graduate,6.0,03/13/2022,1095.0
682,Caucasian,Non-ID Graduate,6.0,03/14/2022,1095.0
683,Caucasian,Non-ID Graduate,6.0,03/15/2022,1095.0
684,Caucasian,Non-ID Graduate,7.0,03/17/2022,1095.0
685,Caucasian,Non-ID Graduate,7.0,03/18/2022,1095.0
686,Caucasian,Non-ID Graduate,7.0,03/19/2022,1095.0
687,Caucasian,Non-ID Graduate,7.0,03/20/2022,1095.0
688,Caucasian,Non-ID Graduate,7.0,03/21/2022,1095.0
689,Caucasian,Non-ID Graduate,8.0,03/10/2022,1095.0
690,Caucasian,Non-ID Graduate,8.0,03/11/2022,1095.0
691,Caucasian,Non-ID Graduate,8.0,03/12/2022,1095.0
692,Caucasian,Non-ID Graduate,8.0,03/13/2022,1095.0
693,Caucasian,Non-ID Graduate,8.0,03/14/2022,1095.0
694,Caucasian,Non-ID Graduate,8.0,03/15/2022,1095.0
695,Caucasian,Non-ID Graduate,8.0,03/16/2022,1095.0
696,Caucasian,Non-ID Graduate,8.0,03/17/2022,1095.0
697,Caucasian,Non-ID Graduate,9.0,03/09/2022,1095.0
698,Caucasian,Non-ID Graduate,9.0,03/10/2022,1095.0
699,Caucasian,Non-ID Graduate,9.0,03/11/2022,1095.0
700,Caucasian,Non-ID Graduate,10.0,02/28/2022,1095.0
701,Caucasian,Non-ID Graduate,10.0,03/01/2022,1095.0
702,Caucasian,Non-ID Graduate,10.0,03/02/2022,1095.0
703,Caucasian,Non-ID Graduate,10.0,03/03/2022,1095.0
704,Caucasian,Non-ID Graduate,10.0,03/04/2022,1095.0
705,Caucasian,Non-ID Graduate,10.0,03/05/2022,1095.0
706,Caucasian,Non-ID Graduate,10.0,03/06/2022,1095.0
707,Caucasian,Non-ID Graduate,10.0,03/07/2022,1095.0
708,Caucasian,Non-ID Graduate,10.0,03/08/2022,1095.0
709,Caucasian,Non-ID Graduate,10.0,03/09/2022,1095.0
710,Caucasian,Non-ID Graduate,10.0,03/10/2022,1095.0
711,Caucasian,Non-ID Graduate,10.0,03/11/2022,1095.0
712,Caucasian,Non-ID Graduate,10.0,03/12/2022,1095.0
713,Caucasian,Non-ID Graduate,10.0,03/13/2022,1095.0
714,Caucasian,Non-ID Graduate,10.0,03/14/2022,1095.0
715,Caucasian,Non-ID Graduate,10.0,03/15/2022,1095.0
716,Caucasian,Non-ID Graduate,10.0,03/16/2022,1095.0
717,Caucasian,Non-ID Graduate,10.0,03/17/2022,1095.0
718,Caucasian,Non-ID Graduate,10.0,03/18/2022,1095.0
719,Caucasian,Non-ID Graduate,10.0,03/19/2022,1095.0
720,Caucasian,Non-ID Graduate,10.0,03/20/2022,1095.0
721,Caucasian,Non-ID Graduate,10.0,03/21/2022,1095.0
722,Latino,ID,0.0,02/28/2022,1220.0
723,Latino,ID,0.0,03/01/2022,1220.0
724,Latino,ID,0.0,03/02/2022,1220.0
725,Latino,ID,0.0,03/03/2022,1220.0
726,Latino,ID,0.0,03/04/2022,1220.0
727,Latino,ID,0.0,03/05/2022,1220.0
728,Latino,ID,0.0,03/06/2022,1220.0
729,Latino,ID,0.0,03/07/2022,1220.0
730,Latino,ID,0.0,03/08/2022,1220.0
731,Latino,ID,0.0,03/09/2022,1220.0
732,Latino,ID,0.0,03/10/2022,1220.0
733,Latino,ID,0.0,03/11/2022,1220.0
734,Latino,ID,0.0,03/12/2022,1220.0
735,Latino,ID,0.0,03/13/2022,1220.0
736,Latino,ID,0.0,03/14/2022,1220.0
737,Latino,ID,0.0,03/15/2022,1220.0
738,Latino,ID,0.0,03/16/2022,1220.0
739,Latino,ID,0.0,03/17/2022,1220.0
740,Latino,ID,0.0,03/18/2022,1220.0
741,Latino,ID,0.0,03/19/2022,1220.0
742,Latino,ID,0.0,03/20/2022,1220.0
743,Latino,ID,0.0,03/21/2022,1220.0
744,Latino,ID,1.0,02/28/2022,1220.0
745,Latino,ID,1.0,03/01/2022,1220.0
746,Latino,ID,6.0,03/07/2022,1220.0
747,Latino,ID,7.0,03/03/2022,1220.0
748,Latino,ID,7.0,03/04/2022,1220.0
749,Latino,ID,7.0,03/05/2022,1220.0
750,Latino,ID,7.0,03/06/2022,1220.0
751,Latino,ID,7.0,03/18/2022,1220.0
752,Latino,ID,8.0,03/02/2022,1220.0
753,Latino,ID,9.0,02/28/2022,1220.0
754,Latino,ID,9.0,03/01/2022,1220.0
755,Latino,ID,10.0,02/28/2022,1220.0
756,Latino,ID,10.0,03/01/2022,1220.0
757,Latino,ID,10.0,03/02/2022,1220.0
758,Latino,ID,10.0,03/03/2022,1220.0
759,Latino,ID,10.0,03/04/2022,1220.0
760,Latino,ID,10.0,03/05/2022,1220.0
761,Latino,ID,10.0,03/06/2022,1220.0
762,Latino,ID,10.0,03/07/2022,1220.0
763,Latino,ID,10.0,03/08/2022,1220.0
764,Latino,ID,10.0,03/09/2022,1220.0
765,Latino,ID,10.0,03/10/2022,1220.0
766,Latino,ID,10.0,03/11/2022,1220.0
767,Latino,ID,10.0,03/12/2022,1220.0
768,Latino,ID,10.0,03/13/2022,1220.0
769,Latino,ID,10.0,03/14/2022,1220.0
770,Latino,ID,10.0,03/15/2022,1220.0
771,Latino,ID,10.0,03/16/2022,1220.0
772,Latino,ID,10.0,03/17/2022,1220.0
773,Latino,ID,10.0,03/18/2022,1220.0
774,Latino,ID,10.0,03/19/2022,1220.0
775,Latino,ID,10.0,03/20/2022,1220.0
776,Latino,ID,10.0,03/21/2022,1220.0
777,Latino,ID Graduate,0.0,02/28/2022,1220.0
778,Latino,ID Graduate,0.0,03/01/2022,1220.0
779,Latino,ID Graduate,0.0,03/02/2022,1220.0
780,Latino,ID Graduate,0.0,03/03/2022,1220.0
781,Latino,ID Graduate,0.0,03/04/2022,1220.0
782,Latino,ID Graduate,0.0,03/05/2022,1220.0
783,Latino,ID Graduate,0.0,03/06/2022,1220.0
784,Latino,ID Graduate,0.0,03/07/2022,1220.0
785,Latino,ID Graduate,0.0,03/08/2022,1220.0
786,Latino,ID Graduate,0.0,03/09/2022,1220.0
787,Latino,ID Graduate,0.0,03/10/2022,1220.0
788,Latino,ID Graduate,0.0,03/11/2022,1220.0
789,Latino,ID Graduate,0.0,03/12/2022,1220.0
790,Latino,ID Graduate,0.0,03/13/2022,1220.0
791,Latino,ID Graduate,0.0,03/14/2022,1220.0
792,Latino,ID Graduate,0.0,03/15/2022,1220.0
793,Latino,ID Graduate,0.0,03/16/2022,1220.0
794,Latino,ID Graduate,0.0,03/17/2022,1220.0
795,Latino,ID Graduate,0.0,03/18/2022,1220.0
796,Latino,ID Graduate,0.0,03/19/2022,1220.0
797,Latino,ID Graduate,0.0,03/20/2022,1220.0
798,Latino,ID Graduate,0.0,03/21/2022,1220.0
799,Latino,ID Graduate,1.0,03/08/2022,1220.0
800,Latino,ID Graduate,1.0,03/09/2022,1220.0
801,Latino,ID Graduate,1.0,03/10/2022,1220.0
802,Latino,ID Graduate,1.0,03/11/2022,1220.0
803,Latino,ID Graduate,1.0,03/12/2022,1220.0
804,Latino,ID Graduate,1.0,03/13/2022,1220.0
805,Latino,ID Graduate,1.0,03/14/2022,1220.0
806,Latino,ID Graduate,1.0,03/15/2022,1220.0
807,Latino,ID Graduate,1.0,03/16/2022,1220.0
808,Latino,ID Graduate,1.0,03/17/2022,1220.0
809,Latino,ID Graduate,1.0,03/18/2022,1220.0
810,Latino,ID Graduate,1.0,03/19/2022,1220.0
811,Latino,ID Graduate,7.0,03/05/2022,1220.0
812,Latino,ID Graduate,7.0,03/06/2022,1220.0
813,Latino,ID Graduate,7.0,03/07/2022,1220.0
814,Latino,ID Graduate,9.0,02/28/2022,1220.0
815,Latino,ID Graduate,9.0,03/01/2022,1220.0
816,Latino,ID Graduate,9.0,03/02/2022,1220.0
817,Latino,ID Graduate,9.0,03/03/2022,1220.0
818,Latino,ID Graduate,9.0,03/04/2022,1220.0
819,Latino,ID Graduate,9.0,03/05/2022,1220.0
820,Latino,ID Graduate,9.0,03/06/2022,1220.0
821,Latino,ID Graduate,9.0,03/07/2022,1220.0
822,Latino,ID Graduate,9.0,03/08/2022,1220.0
823,Latino,ID Graduate,9.0,03/09/2022,1220.0
824,Latino,ID Graduate,9.0,03/10/2022,1220.0
825,Latino,ID Graduate,9.0,03/11/2022,1220.0
826,Latino,ID Graduate,9.0,03/12/2022,1220.0
827,Latino,ID Graduate,9.0,03/13/2022,1220.0
828,Latino,ID Graduate,9.0,03/14/2022,1220.0
829,Latino,ID Graduate,9.0,03/15/2022,1220.0
830,Latino,ID Graduate,9.0,03/16/2022,1220.0
831,Latino,ID Graduate,9.0,03/17/2022,1220.0
832,Latino,ID Graduate,9.0,03/18/2022,1220.0
833,Latino,ID Graduate,9.0,03/19/2022,1220.0
834,Latino,ID Graduate,9.0,03/20/2022,1220.0
835,Latino,ID Graduate,9.0,03/21/2022,1220.0
836,Latino,ID Graduate,10.0,02/28/2022,1220.0
837,Latino,ID Graduate,10.0,03/01/2022,1220.0
838,Latino,ID Graduate,10.0,03/02/2022,1220.0
839,Latino,ID Graduate,10.0,03/03/2022,1220.0
840,Latino,ID Graduate,10.0,03/04/2022,1220.0
841,Latino,ID Graduate,10.0,03/05/2022,1220.0
842,Latino,ID Graduate,10.0,03/06/2022,1220.0
843,Latino,ID Graduate,10.0,03/07/2022,1220.0
844,Latino,ID Graduate,10.0,03/08/2022,1220.0
845,Latino,ID Graduate,10.0,03/09/2022,1220.0
846,Latino,ID Graduate,10.0,03/10/2022,1220.0
847,Latino,ID Graduate,10.0,03/11/2022,1220.0
848,Latino,ID Graduate,10.0,03/12/2022,1220.0
849,Latino,ID Graduate,10.0,03/13/2022,1220.0
850,Latino,ID Graduate,10.0,03/14/2022,1220.0
851,Latino,ID Graduate,10.0,03/15/2022,1220.0
852,Latino,ID Graduate,10.0,03/16/2022,1220.0
853,Latino,ID Graduate,10.0,03/17/2022,1220.0
854,Latino,ID Graduate,10.0,03/18/2022,1220.0
855,Latino,ID Graduate,10.0,03/19/2022,1220.0
856,Latino,ID Graduate,10.0,03/20/2022,1220.0
857,Latino,ID Graduate,10.0,03/21/2022,1220.0
858,Latino,Non-ID,0.0,02/28/2022,1095.0
859,Latino,Non-ID,0.0,03/01/2022,1095.0
860,Latino,Non-ID,0.0,03/02/2022,1095.0
861,Latino,Non-ID,0.0,03/03/2022,1095.0
862,Latino,Non-ID,0.0,03/04/2022,1095.0
863,Latino,Non-ID,0.0,03/05/2022,1095.0
864,Latino,Non-ID,0.0,03/06/2022,1095.0
865,Latino,Non-ID,0.0,03/07/2022,1095.0
866,Latino,Non-ID,0.0,03/08/2022,1095.0
867,Latino,Non-ID,0.0,03/09/2022,1095.0
868,Latino,Non-ID,0.0,03/10/2022,1095.0
869,Latino,Non-ID,0.0,03/11/2022,1095.0
870,Latino,Non-ID,0.0,03/12/2022,1095.0
871,Latino,Non-ID,0.0,03/13/2022,1095.0
872,Latino,Non-ID,0.0,03/14/2022,1095.0
873,Latino,Non-ID,0.0,03/15/2022,1095.0
874,Latino,Non-ID,0.0,03/16/2022,1095.0
875,Latino,Non-ID,0.0,03/17/2022,1095.0
876,Latino,Non-ID,0.0,03/18/2022,1095.0
877,Latino,Non-ID,0.0,03/19/2022,1095.0
878,Latino,Non-ID,0.0,03/20/2022,1095.0
879,Latino,Non-ID,0.0,03/21/2022,1095.0
880,Latino,Non-ID,9.0,03/12/2022,1095.0
881,Latino,Non-ID,9.0,03/13/2022,1095.0
882,Latino,Non-ID,9.0,03/14/2022,1095.0
883,Latino,Non-ID,9.0,03/15/2022,1095.0
884,Latino,Non-ID,9.0,03/16/2022,1095.0
885,Latino,Non-ID,9.0,03/17/2022,1095.0
886,Latino,Non-ID,9.0,03/18/2022,1095.0
887,Latino,Non-ID,9.0,03/19/2022,1095.0
888,Latino,Non-ID,9.0,03/20/2022,1095.0
889,Latino,Non-ID,9.0,03/21/2022,1095.0
890,Latino,Non-ID,10.0,02/28/2022,1095.0
891,Latino,Non-ID,10.0,03/01/2022,1095.0
892,Latino,Non-ID,10.0,03/02/2022,1095.0
893,Latino,Non-ID,10.0,03/03/2022,1095.0
894,Latino,Non-ID,10.0,03/04/2022,1095.0
895,Latino,Non-ID,10.0,03/05/2022,1095.0
896,Latino,Non-ID,10.0,03/06/2022,1095.0
897,Latino,Non-ID,10.0,03/07/2022,1095.0
898,Latino,Non-ID,10.0,03/08/2022,1095.0
899,Latino,Non-ID,10.0,03/09/2022,1095.0
900,Latino,Non-ID,10.0,03/10/2022,1095.0
901,Latino,Non-ID,10.0,03/11/2022,1095.0
902,Latino,Non-ID,10.0,03/12/2022,1095.0
903,Latino,Non-ID,10.0,03/13/2022,1095.0
904,Latino,Non-ID,10.0,03/14/2022,1095.0
905,Latino,Non-ID,10.0,03/15/2022,1095.0
906,Latino,Non-ID,10.0,03/16/2022,1095.0
907,Latino,Non-ID,10.0,03/17/2022,1095.0
908,Latino,Non-ID,10.0,03/18/2022,1095.0
909,Latino,Non-ID,10.0,03/19/2022,1095.0
910,Latino,Non-ID,10.0,03/20/2022,1095.0
911,Latino,Non-ID,10.0,03/21/2022,1095.0
912,Latino,Non-ID Graduate,10.0,02/28/2022,1095.0
913,Latino,Non-ID Graduate,10.0,03/01/2022,1095.0
914,Latino,Non-ID Graduate,10.0,03/02/2022,1095.0
915,Latino,Non-ID Graduate,10.0,03/03/2022,1095.0
916,Latino,Non-ID Graduate,10.0,03/04/2022,1095.0
917,Latino,Non-ID Graduate,10.0,03/05/2022,1095.0
918,Latino,Non-ID Graduate,10.0,03/06/2022,1095.0
919,Latino,Non-ID Graduate,10.0,03/07/2022,1095.0
920,Latino,Non-ID Graduate,10.0,03/08/2022,1095.0
921,Latino,Non-ID Graduate,10.0,03/09/2022,1095.0
922,Latino,Non-ID Graduate,10.0,03/10/2022,1095.0
923,Latino,Non-ID Graduate,10.0,03/11/2022,1095.0
924,Latino,Non-ID Graduate,10.0,03/12/2022,1095.0
925,Latino,Non-ID Graduate,10.0,03/13/2022,1095.0
926,Latino,Non-ID Graduate,10.0,03/14/2022,1095.0
927,Latino,Non-ID Graduate,10.0,03/15/2022,1095.0
928,Latino,Non-ID Graduate,10.0,03/16/2022,1095.0
929,Latino,Non-ID Graduate,10.0,03/17/2022,1095.0
930,Latino,Non-ID Graduate,10.0,03/18/2022,1095.0
931,Latino,Non-ID Graduate,10.0,03/19/2022,1095.0
932,Latino,Non-ID Graduate,10.0,03/20/2022,1095.0
933,Latino,Non-ID Graduate,10.0,03/21/2022,1095.0
934,Multi,ID,0.0,03/02/2022,1220.0
935,Multi,ID,0.0,03/04/2022,1220.0
936,Multi,ID,0.0,03/05/2022,1220.0
937,Multi,ID,0.0,03/06/2022,1220.0
938,Multi,ID,0.0,03/09/2022,1220.0
939,Multi,ID,0.0,03/11/2022,1220.0
940,Multi,ID,0.0,03/15/2022,1220.0
941,Multi,ID,0.0,03/16/2022,1220.0
942,Multi,ID,0.0,03/17/2022,1220.0
943,Multi,ID,0.0,03/18/2022,1220.0
944,Multi,ID,0.0,03/19/2022,1220.0
945,Multi,ID,0.0,03/20/2022,1220.0
946,Multi,ID,0.0,03/21/2022,1220.0
947,Multi,ID,1.0,02/28/2022,1220.0
948,Multi,ID,1.0,03/01/2022,1220.0
949,Multi,ID,1.0,03/02/2022,1220.0
950,Multi,ID,1.0,03/03/2022,1220.0
951,Multi,ID,1.0,03/04/2022,1220.0
952,Multi,ID,1.0,03/05/2022,1220.0
953,Multi,ID,1.0,03/06/2022,1220.0
954,Multi,ID,1.0,03/07/2022,1220.0
955,Multi,ID,1.0,03/08/2022,1220.0
956,Multi,ID,1.0,03/09/2022,1220.0
957,Multi,ID,1.0,03/10/2022,1220.0
958,Multi,ID,1.0,03/11/2022,1220.0
959,Multi,ID,1.0,03/12/2022,1220.0
960,Multi,ID,1.0,03/13/2022,1220.0
961,Multi,ID,1.0,03/14/2022,1220.0
962,Multi,ID,1.0,03/15/2022,1220.0
963,Multi,ID,1.0,03/16/2022,1220.0
964,Multi,ID,1.0,03/17/2022,1220.0
965,Multi,ID,1.0,03/18/2022,1220.0
966,Multi,ID,1.0,03/19/2022,1220.0
967,Multi,ID,1.0,03/20/2022,1220.0
968,Multi,ID,1.0,03/21/2022,1220.0
969,Multi,ID,6.0,03/08/2022,1220.0
970,Multi,ID,6.0,03/15/2022,1220.0
971,Multi,ID,6.0,03/17/2022,1220.0
972,Multi,ID,8.0,02/28/2022,1220.0
973,Multi,ID,8.0,03/01/2022,1220.0
974,Multi,ID,8.0,03/02/2022,1220.0
975,Multi,ID,8.0,03/03/2022,1220.0
976,Multi,ID,8.0,03/04/2022,1220.0
977,Multi,ID,8.0,03/05/2022,1220.0
978,Multi,ID,8.0,03/06/2022,1220.0
979,Multi,ID,8.0,03/07/2022,1220.0
980,Multi,ID,8.0,03/08/2022,1220.0
981,Multi,ID,8.0,03/09/2022,1220.0
982,Multi,ID,8.0,03/10/2022,1220.0
983,Multi,ID,8.0,03/11/2022,1220.0
984,Multi,ID,8.0,03/12/2022,1220.0
985,Multi,ID,8.0,03/13/2022,1220.0
986,Multi,ID,8.0,03/14/2022,1220.0
987,Multi,ID,8.0,03/15/2022,1220.0
988,Multi,ID,8.0,03/16/2022,1220.0
989,Multi,ID,9.0,03/06/2022,1220.0
990,Multi,ID,9.0,03/19/2022,1220.0
991,Multi,ID,9.0,03/20/2022,1220.0
992,Multi,ID,9.0,03/21/2022,1220.0
993,Multi,ID,10.0,02/28/2022,1220.0
994,Multi,ID,10.0,03/01/2022,1220.0
995,Multi,ID,10.0,03/02/2022,1220.0
996,Multi,ID,10.0,03/03/2022,1220.0
997,Multi,ID,10.0,03/04/2022,1220.0
998,Multi,ID,10.0,03/05/2022,1220.0
999,Multi,ID,10.0,03/06/2022,1220.0
1000,Multi,ID,10.0,03/07/2022,1220.0
1001,Multi,ID,10.0,03/08/2022,1220.0
1002,Multi,ID,10.0,03/09/2022,1220.0
1003,Multi,ID,10.0,03/10/2022,1220.0
1004,Multi,ID,10.0,03/11/2022,1220.0
1005,Multi,ID,10.0,03/12/2022,1220.0
1006,Multi,ID,10.0,03/13/2022,1220.0
1007,Multi,ID,10.0,03/14/2022,1220.0
1008,Multi,ID,10.0,03/15/2022,1220.0
1009,Multi,ID,10.0,03/16/2022,1220.0
1010,Multi,ID,10.0,03/17/2022,1220.0
1011,Multi,ID,10.0,03/18/2022,1220.0
1012,Multi,ID,10.0,03/19/2022,1220.0
1013,Multi,ID,10.0,03/20/2022,1220.0
1014,Multi,ID,10.0,03/21/2022,1220.0
1015,Multi,ID Graduate,0.0,02/28/2022,1220.0
1016,Multi,ID Graduate,0.0,03/01/2022,1220.0
1017,Multi,ID Graduate,0.0,03/02/2022,1220.0
1018,Multi,ID Graduate,0.0,03/03/2022,1220.0
1019,Multi,ID Graduate,0.0,03/04/2022,1220.0
1020,Multi,ID Graduate,0.0,03/05/2022,1220.0
1021,Multi,ID Graduate,0.0,03/06/2022,1220.0
1022,Multi,ID Graduate,0.0,03/07/2022,1220.0
1023,Multi,ID Graduate,0.0,03/08/2022,1220.0
1024,Multi,ID Graduate,0.0,03/09/2022,1220.0
1025,Multi,ID Graduate,0.0,03/10/2022,1220.0
1026,Multi,ID Graduate,0.0,03/11/2022,1220.0
1027,Multi,ID Graduate,0.0,03/12/2022,1220.0
1028,Multi,ID Graduate,0.0,03/13/2022,1220.0
1029,Multi,ID Graduate,0.0,03/14/2022,1220.0
1030,Multi,ID Graduate,0.0,03/15/2022,1220.0
1031,Multi,ID Graduate,0.0,03/16/2022,1220.0
1032,Multi,ID Graduate,0.0,03/17/2022,1220.0
1033,Multi,ID Graduate,0.0,03/18/2022,1220.0
1034,Multi,ID Graduate,0.0,03/19/2022,1220.0
1035,Multi,ID Graduate,0.0,03/20/2022,1220.0
1036,Multi,ID Graduate,0.0,03/21/2022,1220.0
1037,Multi,ID Graduate,1.0,03/05/2022,1220.0
1038,Multi,ID Graduate,1.0,03/06/2022,1220.0
1039,Multi,ID Graduate,1.0,03/07/2022,1220.0
1040,Multi,ID Graduate,1.0,03/08/2022,1220.0
1041,Multi,ID Graduate,6.0,02/28/2022,1220.0
1042,Multi,ID Graduate,6.0,03/01/2022,1220.0
1043,Multi,ID Graduate,6.0,03/02/2022,1220.0
1044,Multi,ID Graduate,6.0,03/03/2022,1220.0
1045,Multi,ID Graduate,6.0,03/04/2022,1220.0
1046,Multi,ID Graduate,6.0,03/05/2022,1220.0
1047,Multi,ID Graduate,6.0,03/06/2022,1220.0
1048,Multi,ID Graduate,6.0,03/07/2022,1220.0
1049,Multi,ID Graduate,6.0,03/08/2022,1220.0
1050,Multi,ID Graduate,6.0,03/09/2022,1220.0
1051,Multi,ID Graduate,6.0,03/10/2022,1220.0
1052,Multi,ID Graduate,6.0,03/11/2022,1220.0
1053,Multi,ID Graduate,6.0,03/12/2022,1220.0
1054,Multi,ID Graduate,6.0,03/13/2022,1220.0
1055,Multi,ID Graduate,6.0,03/14/2022,1220.0
1056,Multi,ID Graduate,6.0,03/15/2022,1220.0
1057,Multi,ID Graduate,6.0,03/16/2022,1220.0
1058,Multi,ID Graduate,6.0,03/17/2022,1220.0
1059,Multi,ID Graduate,6.0,03/18/2022,1220.0
1060,Multi,ID Graduate,6.0,03/19/2022,1220.0
1061,Multi,ID Graduate,6.0,03/20/2022,1220.0
1062,Multi,ID Graduate,6.0,03/21/2022,1220.0
1063,Multi,ID Graduate,8.0,02/28/2022,1220.0
1064,Multi,ID Graduate,8.0,03/01/2022,1220.0
1065,Multi,ID Graduate,9.0,03/16/2022,1220.0
1066,Multi,ID Graduate,10.0,02/28/2022,1220.0
1067,Multi,ID Graduate,10.0,03/01/2022,1220.0
1068,Multi,ID Graduate,10.0,03/02/2022,1220.0
1069,Multi,ID Graduate,10.0,03/03/2022,1220.0
1070,Multi,ID Graduate,10.0,03/04/2022,1220.0
1071,Multi,ID Graduate,10.0,03/05/2022,1220.0
1072,Multi,ID Graduate,10.0,03/06/2022,1220.0
1073,Multi,ID Graduate,10.0,03/07/2022,1220.0
1074,Multi,ID Graduate,10.0,03/08/2022,1220.0
1075,Multi,ID Graduate,10.0,03/09/2022,1220.0
1076,Multi,ID Graduate,10.0,03/10/2022,1220.0
1077,Multi,ID Graduate,10.0,03/11/2022,1220.0
1078,Multi,ID Graduate,10.0,03/12/2022,1220.0
1079,Multi,ID Graduate,10.0,03/13/2022,1220.0
1080,Multi,ID Graduate,10.0,03/14/2022,1220.0
1081,Multi,ID Graduate,10.0,03/15/2022,1220.0
1082,Multi,ID Graduate,10.0,03/16/2022,1220.0
1083,Multi,ID Graduate,10.0,03/17/2022,1220.0
1084,Multi,ID Graduate,10.0,03/18/2022,1220.0
1085,Multi,ID Graduate,10.0,03/19/2022,1220.0
1086,Multi,ID Graduate,10.0,03/20/2022,1220.0
1087,Multi,ID Graduate,10.0,03/21/2022,1220.0
1088,Multi,Non-ID,0.0,02/28/2022,1095.0
1089,Multi,Non-ID,0.0,03/01/2022,1095.0
